Number of active threads,Average BookFlight,Average Cancel Booking,Average List Bookings,Average Login,Average QueryFlight,Average Update Customer,Average View Profile Information,Average logout,BookFlight,Cancel Booking,List Bookings,Login,QueryFlight,Update Customer,View Profile Information,logout
1,176.2089372770769,241.11444650912162,204.48043240767373,230.42268517088363,187.69931265905052,183.5213545826801,226.67770805903592,253.00692058377678,176.2089372770769,241.11444650912162,204.48043240767373,230.42268517088363,187.69931265905052,183.5213545826801,226.67770805903592,253.00692058377678
